       16384   735.31220052021672        70.000000000000000       -70.000000000000000        57600.000000000000
          0.00000000       1727.00000000          0.00000000       1727.00000000
          0.04487990       1726.99901442          0.32252166       1726.99904453
          0.08975979       1726.99605578          0.64504254       1726.99617624
          0.13463969       1726.99112409          0.96756188       1726.99139513
          0.17951958       1726.98421936          1.29007889       1726.98470121
          0.22439948       1726.97534161          1.61259280       1726.97609450
          0.26927937       1726.96449085          1.93510285       1726.96557501
          0.31415927       1726.95166711          2.25760824       1726.95314277
          0.35903916       1726.93687041          2.58010822       1726.93879780
          0.40391906       1726.92010078          2.90260200       1726.92254012
          0.44879895       1726.90135827          3.22508881       1726.90436979
          0.49367885       1726.88064290          3.54756788       1726.88428682
          0.53855874       1726.85795472          3.87003843       1726.86229126
          0.58343864       1726.83329378          4.19249969       1726.83838317
          0.62831853       1726.80666014          4.51495089       1726.81256258
          0.67319843       1726.77805383          4.83739124       1726.78482955
          0.71807832       1726.74747493          5.15981998       1726.75518413
          0.76295822       1726.71492351          5.48223632       1726.72362640
          0.80783811       1726.68039961          5.80463951       1726.69015641
          0.85271801       1726.64390333          6.12702876       1726.65477424
          0.89759790       1726.60543473          6.44940330       1726.61747995
          0.94247780       1726.56499390          6.77176235       1726.57827362
          0.98735769       1726.52258092          7.09410515       1726.53715533
          1.03223759       1726.47819587          7.41643091       1726.49412518
          1.07711748       1726.43183886          7.73873887       1726.44918324
          1.12199738       1726.38350997          8.06102824       1726.40232961
          1.16687727       1726.33320932          8.38329826       1726.35356439
          1.21175717       1726.28093699          8.70554816       1726.30288767
          1.25663706       1726.22669311          9.02777716       1726.25029957
          1.30151696       1726.17047778          9.34998448       1726.19580018
          1.34639685       1726.11229113          9.67216935       1726.13938963
          1.39127675       1726.05213327          9.99433101       1726.08106803
          1.43615664       1725.99000433         10.31646867       1726.02083549
          1.48103654       1725.92590443         10.63858156       1725.95869215
          1.52591643       1725.85983372         10.96066891       1725.89463813
          1.57079633       1725.79179234         11.28272995       1725.82867356
          1.61567622       1725.72178041         11.60476391       1725.76079858
          1.66055612       1725.64979809         11.92677001       1725.69101333
          1.70543601       1725.57584553         12.24874747       1725.61931796
          1.75031591       1725.49992289         12.57069553       1725.54571260
          1.79519580       1725.42203031         12.89261342       1725.47019742
          1.84007570       1725.34216797         13.21450036       1725.39277256
          1.88495559       1725.26033603         13.53635558       1725.31343819
          1.92983549       1725.17653466         13.85817830       1725.23219448
          1.97471538       1725.09076404         14.17996776       1725.14904158
          2.01959528       1725.00302434         14.50172319       1725.06397967
          2.06447517       1724.91331575         14.82344380       1724.97700893
          2.10935507       1724.82163846         15.14512884       1724.88812954
          2.15423496       1724.72799265         15.46677753       1724.79734167
          2.19911486       1724.63237852         15.78838909       1724.70464552
          2.24399475       1724.53479627         16.10996276       1724.61004127
          2.28887465       1724.43524611         16.43149776       1724.51352913
          2.33375454       1724.33372824         16.75299333       1724.41510928
          2.37863444       1724.23024287         17.07444869       1724.31478194
          2.42351433       1724.12479022         17.39586307       1724.21254732
          2.46839423       1724.01737052         17.71723570       1724.10840561
          2.51327412       1723.90798397         18.03856582       1724.00235704
          2.55815402       1723.79663082         18.35985264       1723.89440182
          2.60303391       1723.68331129         18.68109541       1723.78454018
          2.64791381       1723.56802562         19.00229335       1723.67277234
          2.69279370       1723.45077406         19.32344569       1723.55909854
          2.73767360       1723.33155684         19.64455166       1723.44351900
          2.78255349       1723.21037421         19.96561049       1723.32603398
          2.82743339       1723.08722643         20.28662142       1723.20664370
          2.87231328       1722.96211375         20.60758366       1723.08534842
          2.91719318       1722.83503644         20.92849647       1722.96214838
          2.96207307       1722.70599475         21.24935906       1722.83704384
          3.00695297       1722.57498897         21.57017066       1722.71003506
          3.05183286       1722.44201936         21.89093052       1722.58112229
          3.09671276       1722.30708619         22.21163785       1722.45030582
          3.14159265       1722.17018976         22.53229190       1722.31758589
          3.18647255       1722.03133034         22.85289189       1722.18296280
          3.23135244       1721.89050823         23.17343705       1722.04643681
          3.27623234       1721.74772372         23.49392663       1721.90800820
          3.32111223       1721.60297710         23.81435985       1721.76767727
          3.36599213       1721.45626869         24.13473594       1721.62544431
          3.41087202       1721.30759878         24.45505414       1721.48130959
          3.45575192       1721.15696768         24.77531368       1721.33527343
          3.50063181       1721.00437571         25.09551379       1721.18733612
          3.54551171       1720.84982319         25.41565371       1721.03749797
          3.59039160       1720.69331044         25.73573267       1720.88575929
          3.63527150       1720.53483778         26.05574991       1720.73212039
          3.68015139       1720.37440556         26.37570466       1720.57658158
          3.72503129       1720.21201409         26.69559616       1720.41914319
          3.76991118       1720.04766372         27.01542363       1720.25980555
          3.81479108       1719.88135479         27.33518632       1720.09856897
          3.85967097       1719.71308766         27.65488345       1719.93543380
          3.90455087       1719.54286266         27.97451427       1719.77040037
          3.94943076       1719.37068016         28.29407802       1719.60346901
          3.99431066       1719.19654051         28.61357391       1719.43464008
          4.03919055       1719.02044408         28.93300120       1719.26391392
          4.08407045       1718.84239123         29.25235912       1719.09129089
          4.12895034       1718.66238234         29.57164691       1718.91677133
          4.17383024       1718.48041777         29.89086380       1718.74035561
          4.21871013       1718.29649792         30.21000902       1718.56204410
          4.26359003       1718.11062316         30.52908183       1718.38183715
          4.30846992       1717.92279389         30.84808144       1718.19973515
          4.35334982       1717.73301048         31.16700711       1718.01573847
