        8192   643.39817545518963        40.000000000000000       -40.000000000000000        57600.000000000000     
          0.00000000       1727.00000000          0.00000000       1727.00000000
          0.07853982       1726.99074028          0.98771926       1726.99102273
          0.15707963       1726.96297564          1.97541627       1726.96410545
          0.23561945       1726.91670663          2.96306878       1726.91924867
          0.31415927       1726.85193415          3.95065456       1726.85645326
          0.39269908       1726.76865948          4.93815136       1726.77572044
          0.47123890       1726.66688423          5.92553695       1726.67705176
          0.54977871       1726.54661041          6.91278909       1726.56044915
          0.62831853       1726.40784036          7.89988556       1726.42591484
          0.70685835       1726.25057680          8.88680413       1726.27345145
          0.78539816       1726.07482280          9.87352258       1726.10306192
          0.86393798       1725.88058181         10.86001871       1725.91474954
          0.94247780       1725.66785763         11.84627031       1725.70851797
          1.02101761       1725.43665441         12.83225518       1725.48437117
          1.09955743       1725.18697669         13.81795114       1725.24231350
          1.17809725       1724.91882934         14.80333601       1724.98234964
          1.25663706       1724.63221760         15.78838762       1724.70448460
          1.33517688       1724.32714710         16.77308381       1724.40872376
          1.41371669       1724.00362379         17.75740245       1724.09507284
          1.49225651       1723.66165401         18.74132139       1723.76353791
          1.57079633       1723.30124444         19.72481852       1723.41412538
          1.64933614       1722.92240213         20.70787173       1723.04684200
          1.72787596       1722.52513450         21.69045894       1722.66169487
          1.80641578       1722.10944931         22.67255805       1722.25869145
          1.88495559       1721.67535470         23.65414703       1721.83783953
          1.96349541       1721.22285915         24.63520381       1721.39914724
          2.04203522       1720.75197152         25.61570638       1720.94262307
          2.12057504       1720.26270101         26.59563273       1720.46827584
          2.19911486       1719.75505720         27.57496086       1719.97611473
          2.27765467       1719.22905001         28.55366882       1719.46614925
          2.35619449       1718.68468973         29.53173464       1718.93838926
          2.43473431       1718.12198700         30.50913641       1718.39284497
          2.51327412       1717.54095284         31.48585221       1717.82952692
          2.59181394       1716.94159859         32.46186016       1717.24844601
          2.67035376       1716.32393598         33.43713840       1716.64961347
          2.74889357       1715.68797709         34.41166510       1716.03304089
          2.82743339       1715.03373434         35.38541843       1715.39874017
          2.90597320       1714.36122054         36.35837662       1714.74672359
          2.98451302       1713.67044883         37.33051791       1714.07700375
          3.06305284       1712.96143272         38.30182055       1713.38959359
          3.14159265       1712.23418605         39.27226284       1712.68450641
          3.22013247       1711.48872306         40.24182310       1711.96175585
          3.29867229       1710.72505831         41.21047969       1711.22135586
          3.37721210       1709.94320673         42.17821098       1710.46332077
          3.45575192       1709.14318359         43.14499538       1709.68766523
          3.53429174       1708.32500455         44.11081133       1708.89440424
          3.61283155       1707.48868557         45.07563731       1708.08355312
          3.69137137       1706.63424302         46.03945181       1707.25512756
          3.76991118       1705.76169358         47.00223339       1706.40914356
          3.84845100       1704.87105431         47.96396060       1705.54561749
          3.92699082       1703.96234261         48.92461206       1704.66456603
          4.00553063       1703.03557622         49.88416640       1703.76600622
          4.08407045       1702.09077327         50.84260231       1702.84995541
          4.16261027       1701.12795220         51.79989850       1701.91643133
          4.24115008       1700.14713182         52.75603372       1700.96545201
          4.31968990       1699.14833130         53.71098675       1699.99703584
          4.39822972       1698.13157013         54.66473643       1699.01120152
          4.47676953       1697.09686819         55.61726163       1698.00796812
          4.55530935       1696.04424567         56.56854124       1696.98735503
          4.63384916       1694.97372314         57.51855423       1695.94938197
          4.71238898       1693.88532148         58.46727957       1694.89406900
          4.79092880       1692.77906197         59.41469630       1693.82143651
          4.86946861       1691.65496620         60.36078350       1692.73150524
          4.94800843       1690.51305611         61.30552027       1691.62429625
          5.02654825       1689.35335399         62.24888579       1690.49983094
          5.10508806       1688.17588248         63.19085927       1689.35813103
          5.18362788       1686.98066457         64.13141994       1688.19921859
          5.26216769       1685.76772358         65.07054712       1687.02311602
          5.34070751       1684.53708319         66.00822015       1685.82984603
          5.41924733       1683.28876740         66.94441841       1684.61943169
          5.49778714       1682.02280058         67.87912136       1683.39189638
          5.57632696       1680.73920743         68.81230849       1682.14726383
          5.65486678       1679.43801299         69.74395932       1680.88555807
          5.73340659       1678.11924264         70.67405347       1679.60680350
          5.81194641       1676.78292211         71.60257055       1678.31102481
          5.89048623       1675.42907747         72.52949028       1676.99824704
          5.96902604       1674.05773511         73.45479239       1675.66849556
          6.04756586       1672.66892178         74.37845668       1674.32179604
          6.12610567       1671.26266456         75.30046300       1672.95817451
          6.20464549       1669.83899087         76.22079127       1671.57765732
          6.28318531       1668.39792847         77.13942143       1670.18027113
          6.36172512       1666.93950545         78.05633352       1668.76604293
          6.44026494       1665.46375023         78.97150759       1667.33500004
          6.51880476       1663.97069159         79.88492378       1665.88717010
          6.59734457       1662.46035862         80.79656229       1664.42258109
          6.67588439       1660.93278074         81.70640335       1662.94126129
          6.75442421       1659.38798774         82.61442726       1661.44323931
          6.83296402       1657.82600970         83.52061440       1659.92854408
          6.91150384       1656.24687705         84.42494518       1658.39720487
          6.99004365       1654.65062056         85.32740010       1656.84925123
          7.06858347       1653.03727131         86.22795970       1655.28471308
          7.14712329       1651.40686072         87.12660458       1653.70362062
          7.22566310       1649.75942055         88.02331542       1652.10600439
          7.30420292       1648.09498287         88.91807295       1650.49189524
          7.38274274       1646.41358009         89.81085797       1648.86132434
          7.46128255       1644.71524494         90.70165135       1647.21432318
          7.53982237       1643.00001047         91.59043402       1645.55092355
          7.61836218       1641.26791007         92.47718696       1643.87115758
          7.69690200       1639.51897745         93.36189124       1642.17505771
          7.77544182       1637.75324664         94.24452798       1640.46265667
          7.85398163       1635.97075199         95.12507839       1638.73398753
          7.93252145       1634.17152818         96.00352373       1636.98908368
          8.01106127       1632.35561020         96.87984533       1635.22797878
          8.08960108       1630.52303338         97.75402459       1633.45070685
          8.16814090       1628.67383335         98.62604298       1631.65730219
          8.24668072       1626.80804607         99.49588206       1629.84779943
          8.32522053       1624.92570781        100.36352343       1628.02223349
          8.40376035       1623.02685517        101.22894879       1626.18063962
          8.48230016       1621.11152506        102.09213988       1624.32305337
          8.56083998       1619.17975469        102.95307856       1622.44951058
          8.63937980       1617.23158161        103.81174672       1620.56004743
          8.71791961       1615.26704367        104.66812634       1618.65470037
